filename,ocr_text,ocr_confidence,normalized_text
bug_reports_scaled_1000206994.jpg,SS,4.125,ss
bug_reports_scaled_1000211052.jpg,557 Oe Om ti   € PBTNO4953: Add Sale % ,60.09090909090909,557 oe om ti pbtno4953 add sale
bug_reports_scaled_1000214645.jpg,     Rate card version not found,93.42857142857143,rate card version not found
bug_reports_scaled_1000247701.jpg,© a 8% I   Arangoor ~ 15 PBTNO5722,34.45454545454545,a 8 i arangoor 15 pbtno5722
bug_reports_scaled_1000253881.jpg,,95.0,
bug_reports_scaled_1000274108.jpg,606 O@ 8% O uf OH ,52.714285714285715,606 o 8 o uf oh
bug_reports_scaled_1000278347.jpg,Bu . Ba     8) Receive My Inventory,55.09090909090909,bu ba 8 receive my inventory
bug_reports_scaled_1000289537.jpg,559 AM I0AKBie 2B tw € PBTNO5908: Add Sale x,59.0,559 am i0akbie 2b tw pbtno5908 add sale x
bug_reports_scaled_1000297932.jpg,624GAG -B BF OK 90%,24.2,624gag b bf ok 90
bug_reports_scaled_1000305940.jpg,    Please cereribe the bug you foune! chin ide eink:,49.916666666666664,please cereribe the bug you foune chin ide eink
bug_reports_scaled_1000358629.jpg,  cos MO 8 9 BHM D50% € PBTNO4478:: Ennoda Choice,39.166666666666664,cos mo 8 9 bhm d50 pbtno4478 ennoda choice
bug_reports_scaled_1000364775.jpg,"   Ayyanarpuram - 11 PBTNOS943 saad ames gia so ana,",39.09090909090909,ayyanarpuram 11 pbtnos943 saad ames gia so ana
bug_reports_scaled_1000416660.jpg,  Welcome.,75.0,welcome
bug_reports_scaled_1000519159.jpg,    2025/08/03 Morning,87.5,20250803 morning
bug_reports_scaled_1000809393.jpg,1105 @ al © ORE we Sil © PSTNO0214 : C3 Closing Stock Varian...,56.4,1105 al ore we sil pstno0214 c3 closing stock varian
bug_reports_scaled_1000922313.jpg,  ,95.0,
bug_reports_scaled_1001408813.jpg,,0.0,
bug_reports_scaled_1001408837.jpg,,0.0,
bug_reports_scaled_1001950931.jpg,  Arai Keerai,84.0,arai keerai
bug_reports_scaled_19066.jpg,  Tamato ,92.0,tamato
bug_reports_scaled_34369.jpg,  Cash Bag,93.66666666666667,cash bag
bug_reports_scaled_8190.jpg,ut     reg pinoy,58.6,ut reg pinoy
bug_reports_scaled_IMG-20250821-WA0066.jpg,,0.0,
bug_reports_scaled_Screenshot_2025-08-27-08-57-02-98.jpg,Wow Rewards es Welcome PaTNoGoss SSS,56.666666666666664,wow rewards es welcome patnogoss sss
bug_reports_Screenshot_2025-08-19-17-36-48-77_8c6ef806cec84a986bc714a6285db756.jpg,5:36 & - © 39 te “Tl O79%   Enable stockout vilai (SV),66.38461538461539,536 39 te tl o79 enable stockout vilai sv
bug_reports_Screenshot_2025-08-19-17-45-12-708_com.wheelocity.wow_customer_pos.jpg,5:45 PM | 41.9KB/s © 7 Bika! &: € PBTNO5445: Add Sale % ,61.46666666666667,545 pm 419kbs 7 bika pbtno5445 add sale
bug_reports_Screenshot_2025-08-19-21-06-19-454_com.wheelocity.wow_customer_pos.jpg,"9:06 PM| 6.9KB/s Z © J B @ 50. <€ Welcome, ManojShan... Good Evening ",74.4375,906 pm 69kbs z j b 50 welcome manojshan good evening
bug_reports_Screenshot_2025-08-19-21-13-09-129_com.wheelocity.wow_customer_pos.jpg,"9:13 PM| 5.5KB/s Z © B xu! 49% <€ Welcome, ManojShan... Good Evening",75.15384615384616,913 pm 55kbs z b xu 49 welcome manojshan good evening
bug_reports_Screenshot_2025-08-19-21-32-08-21_8c6ef806cec84a986bc714a6285db756.jpg,9:32 @Q2eamnm se © it 41 <  PBTN07264: ,33.357142857142854,932 q2eamnm se it 41 pbtn07264
bug_reports_Screenshot_2025-08-19-22-47-23-988_com.wheelocity.wow_customer_pos.jpg,"10:47 PM| 5.3KB/s(), - 7 Bw! © 43x € Welcome, ManojShan... Good Evening",59.30769230769231,1047 pm 53kbs 7 bw 43x welcome manojshan good evening
bug_reports_Screenshot_2025-08-20-03-55-29-652_com.wheelocity.wow_customer_pos.jpg,keV B&B ull GD e ,59.0,kev bb ull gd e
bug_reports_Screenshot_2025-08-20-04-15-32-289_com.wheelocity.wow_customer_pos.jpg,,0.0,
bug_reports_Screenshot_2025-08-20-05-40-29-12_8c6ef806cec84a986bc714a6285db756.jpg,05:40 tea ail ll @ 959%   Arai Keerai,66.3,0540 tea ail ll 959 arai keerai
bug_reports_Screenshot_2025-08-20-06-02-00-68_8c6ef806cec84a986bc714a6285db756.jpg,  = ou ren Athiyur Kudikadu - 8 F PBTNO5814 90N-Aiigq 02:45 AM to AM,64.75,ou ren athiyur kudikadu 8 f pbtno5814 90naiigq 0245 am to am
bug_reports_Screenshot_2025-08-20-06-15-23-18_8c6ef806cec84a986bc714a6285db756.jpg,6:15:22 © 3:99 We “G1 86% Ga) < PBTNO5746: x:,56.833333333333336,61522 399 we g1 86 ga pbtno5746 x
bug_reports_Screenshot_2025-08-20-06-41-44-660_com.wheelocity.wow_customer_pos-edit.jpg,  J @e CMLTE BOL ailenev ON,42.44444444444444,j e cmlte bol ailenev on
bug_reports_Screenshot_2025-08-20-19-20-50-59_8c6ef806cec84a986bc714a6285db756.jpg,= eu ie Vellakalpatti-N PBTNO5395 90-Auag 02:00 PM to 09:30 PM,66.25,eu ie vellakalpattin pbtno5395 90auag 0200 pm to 0930 pm
bug_reports_Screenshot_2025-08-21-05-06-16-24.jpg,5:05 & On 9 29 wl GD € PBTNO7693: yslw sFLiemer ...   Lm GuMduce ee 3.13 314s eTerv.Ga5.u 4 2 (menets&s) BULK prs 0.88 Gs. 5-2) 0.905 i 2 BULK,38.25,505 on 9 29 wl gd pbtno7693 yslw sfliemer lm gumduce ee 313 314s etervga5u 4 2 menetss bulk prs 088 gs 52 0905 i 2 bulk
bug_reports_Screenshot_2025-08-21-05-41-10-742_com.wheelocity.wow_customer_pos.jpg,  wll Sit) SD 79% Enable stockout vilai (SV),62.1,wll sit sd 79 enable stockout vilai sv
bug_reports_Screenshot_2025-08-21-05-42-51-93_8c6ef806cec84a986bc714a6285db756.jpg,  Enable stockout vilai (SV),66.0,enable stockout vilai sv
bug_reports_Screenshot_2025-08-21-06-03-44-289_com.wheelocity.wow_customer_pos.jpg,  6:03 AM © Rate card version not found DCUIIS,91.1,603 am rate card version not found dcuiis
bug_reports_Screenshot_2025-08-21-06-03-48-07_8c6ef806cec84a986bc714a6285db756.jpg,6:03 © @ 3:9 te = aye) Arangoor - 15 te PBTNO5722,56.0,603 39 te aye arangoor 15 te pbtno5722
bug_reports_Screenshot_2025-08-21-06-04-35-007_com.wheelocity.wow_customer_pos.jpg,Welcome euiTeu “fs ,57.0,welcome euiteu fs
bug_reports_Screenshot_2025-08-21-06-06-15-485_com.wheelocity.wow_customer_pos.jpg,J YB BS! B tl G712¢   Error: ERR_MYSQL_CONNECTION_ FAILED Cash Bag,53.583333333333336,j yb bs b tl g712 error err_mysql_connection_ failed cash bag
bug_reports_Screenshot_2025-08-21-06-06-50-82_8c6ef806cec84a986bc714a6285db756.jpg,  euiTeu ) Welcome 7,63.2,euiteu welcome 7
bug_reports_Screenshot_2025-08-21-06-07-17-93_8c6ef806cec84a986bc714a6285db756.jpg,6:07 & @ 8: O We Sil wil   +91 63838 39405 - Phone - now Incoming call via SIM1 fA a N ,68.88,607 8 o we sil wil 91 63838 39405 phone now incoming call via sim1 fa a n
bug_reports_Screenshot_2025-08-21-06-07-46-72_8c6ef806cec84a986bc714a6285db756.jpg,6:07 Welcome © FO Wa atl Fil H83% euiteu J,58.7,607 welcome fo wa atl fil h83 euiteu j
bug_reports_Screenshot_2025-08-21-06-08-27-30_8c6ef806cec84a986bc714a6285db756.jpg,= aE Kunnam - 8 F PBTNO6032 21-Aug 03:45 AM to 11:30 AM,79.84615384615384,ae kunnam 8 f pbtno6032 21aug 0345 am to 1130 am
bug_reports_Screenshot_2025-08-21-06-09-41-34_8c6ef806cec84a986bc714a6285db756.jpg,6:09 © @ © O wil “Gil GD <€ PBTNO7879: Add Sale ¥: ,56.8125,609 o wil gil gd pbtno7879 add sale
bug_reports_Screenshot_2025-08-21-06-09-53-44_8c6ef806cec84a986bc714a6285db756.jpg,6:09 OO fit < PBTNO5839: allmucmesremuw... $,48.125,609 oo fit pbtno5839 allmucmesremuw
bug_reports_Screenshot_2025-08-21-06-10-32-176_com.wheelocity.wow_customer_pos.jpg,J 3B vu! Ge   2025/08/21 Morning,61.42857142857143,j 3b vu ge 20250821 morning
bug_reports_Screenshot_2025-08-21-06-11-04-296_com.wheelocity.wow_customer_pos.jpg,6: O J 3B Mul! G0 902¢ < PBTNO5982: Add Sale %,60.333333333333336,6 o j 3b mul g0 902 pbtno5982 add sale
bug_reports_Screenshot_2025-08-21-06-16-34-74_8c6ef806cec84a986bc714a6285db756.jpg,6:16 De $: © he +4641 GE ie ~ al ara) ELD ZZ,48.666666666666664,616 de he 4641 ge ie al ara eld zz
bug_reports_Screenshot_2025-08-21-06-18-08-90.jpg,  euiTe) \\ ae ®,50.2,euite ae
bug_reports_Screenshot_2025-08-21-06-18-32-45_8c6ef806cec84a986bc714a6285db756.jpg,$90 te tl   Rate card version not found,80.11111111111111,90 te tl rate card version not found
bug_reports_Screenshot_2025-08-21-06-18-50-553_com.wheelocity.wow_customer_pos.jpg,Welcome euiTeu “fs ,57.0,welcome euiteu fs
bug_reports_Screenshot_2025-08-21-06-21-23-60_8c6ef806cec84a986bc714a6285db756.jpg,80 te tl   Rate card version not found,81.22222222222223,80 te tl rate card version not found
bug_reports_Screenshot_2025-08-21-06-23-31-26_8c6ef806cec84a986bc714a6285db756.jpg,6:23 -@ BO tt il GD < PBTNO5683: Add Sale DS,66.45454545454545,623 bo tt il gd pbtno5683 add sale ds
bug_reports_Screenshot_2025-08-21-06-23-45-518_com.wheelocity.wow_customer_pos.jpg,,95.0,
bug_reports_Screenshot_2025-08-21-06-27-52-27_8c6ef806cec84a986bc714a6285db756.jpg,6:27:52 O28: 9 Bok 1 GD   Rate card version not found,66.23076923076923,62752 o28 9 bok 1 gd rate card version not found
bug_reports_Screenshot_2025-08-21-06-28-21-07_8c6ef806cec84a986bc714a6285db756.jpg,    6:28 @ tO “Til Error: Inn .....,56.6,628 to til error inn
bug_reports_Screenshot_2025-08-21-07-35-54-516_com.wheelocity.wow_customer_pos.jpg,  Wow Rewards co Welcome PBTN05445,74.0,wow rewards co welcome pbtn05445
bug_reports_Screenshot_2025-08-21-16-14-27-90_8c6ef806cec84a986bc714a6285db756.jpg,XO hil ,49.0,xo hil
bug_reports_Screenshot_2025-08-21-16-35-10-36_8c6ef806cec84a986bc714a6285db756.jpg,  PJP OTe 00 Tracker Status Running Started     ,65.35714285714286,pjp ote 00 tracker status running started
bug_reports_Screenshot_2025-08-21-20-58-54-465_com.wheelocity.wow_customer_pos.jpg,= eu fe) Nakkasalem - 23 te PBTNO5781 21-Aug 02:00 PM to 09:30 PM,81.5,eu fe nakkasalem 23 te pbtno5781 21aug 0200 pm to 0930 pm
bug_reports_Screenshot_2025-08-21-21-47-55-85_8c6ef806cec84a986bc714a6285db756.jpg,21:47 - tea “ll ul © = en) SU-Suthamalli - 2 Ne PBTNO5167 ee) ai re ee,48.0,2147 tea ll ul en susuthamalli 2 ne pbtno5167 ee ai re ee
bug_reports_Screenshot_2025-08-22-05-08-51-18.jpg,5:08 BO te Caw 15% € PBTNO4575 : Receive Supply Order   2025/08/22 Morning Q Sampled SKU Potato BULK Sp Allocated : 4.710 kg Received : 4.660 kg Beetroot BULK > located 1.210 kg oe Received : 1.210 kg Bitter Gourd BUL x Allocated : 1.190 kg Received : 1.190 kg za ,83.09433962264151,508 bo te caw 15 pbtno4575 receive supply order 20250822 morning q sampled sku potato bulk sp allocated 4710 kg received 4660 kg beetroot bulk located 1210 kg oe received 1210 kg bitter gourd bul x allocated 1190 kg received 1190 kg za
bug_reports_Screenshot_2025-08-22-05-39-26-619_com.wheelocity.wow_customer_pos.jpg,"5:39AM © @ ® 7B ull G2: < Welcome, Mahadevan Good Morning ",70.46153846153847,539am 7b ull g2 welcome mahadevan good morning
bug_reports_Screenshot_2025-08-22-06-48-59-33_8c6ef806cec84a986bc714a6285db756.jpg,$9 ito Ti wl ,53.8,9 ito ti wl
bug_reports_Screenshot_2025-08-22-08-04-56-04_54063fc6848ac98a54ce5f2a63661433.jpg,8:04 8: 9 8 Ala GZ Q. Search contacts : Today,57.25,804 8 9 8 ala gz q search contacts today
bug_reports_Screenshot_2025-08-22-08-45-02-015_com.wheelocity.wow_customer_pos.jpg,"8:45 AM| 0.1KB/s J Bul) 91x <€ Welcome, ManojShan... Good Morning ",73.83333333333333,845 am 01kbs j bul 91x welcome manojshan good morning
bug_reports_Screenshot_2025-08-22-08-51-10-46_8c6ef806cec84a986bc714a6285db756.jpg,8:51 NOt 9 fll )49% Wow Rewards Welcome PBTN04478 ,67.4,851 not 9 fll 49 wow rewards welcome pbtn04478
bug_reports_Screenshot_2025-08-22-10-14-30-91_8c6ef806cec84a986bc714a6285db756.jpg,© © tsb Ail wal   SULTS ailenev ON,53.9,tsb ail wal sults ailenev on
bug_reports_Screenshot_2025-08-22-20-38-51-35_8c6ef806cec84a986bc714a6285db756.jpg,= ore) Nakkasalem - 20 to PBTNO5778 22-Aug 02:00 PM to 09:30 PM,79.61538461538461,ore nakkasalem 20 to pbtno5778 22aug 0200 pm to 0930 pm
bug_reports_Screenshot_2025-08-22-20-47-14-05.jpg,ORY € PBTNO4575: User Inventory Summary   Q. Search SKU... &% with Zip 0 ay PC ) PIECES Idiyappam Presser 8 yapp PIECES & _ Nighty without Zip (xxL) 0 PIECES & _ Nighty with Zip (XL) 0 PIECES 5 agi Ladies Handbag PIECES & Nighty Elastic i PIECES &  Nighty (XL) Elastic PIECES = Dosaitawa 2 PIECES   —— Full voile Blouse Piece,66.02777777777777,ory pbtno4575 user inventory summary q search sku with zip 0 ay pc pieces idiyappam presser 8 yapp pieces _ nighty without zip xxl 0 pieces _ nighty with zip xl 0 pieces 5 agi ladies handbag pieces nighty elastic i pieces nighty xl elastic pieces dosaitawa 2 pieces full voile blouse piece
bug_reports_Screenshot_2025-08-23-05-21-32-723_com.wheelocity.wow_customer_pos.jpg,271 PB Bt ,56.75,271 pb bt
bug_reports_Screenshot_2025-08-23-05-40-11-86_8c6ef806cec84a986bc714a6285db756.jpg,PJP OTe 00 Tracker Status Running Started     ,62.76923076923077,pjp ote 00 tracker status running started
bug_reports_Screenshot_2025-08-23-06-31-34-17.jpg,6:31 O22 WR ti atl GD € PBTNO7947: Receive Supply Order 2025/08/23 Sampled SKU Potato BULK OF a Allocated : Received : Brinjal BULK (White) SR. Allocated : Received : Green chilli BULK Allocated : Received : Curry Leaves BULK Allocated : Received :     Morning 5.860 kg S 5.860 kg 5.060 kg 5.060 kg 710 gm 710 gm 450 gm 450 gm,82.01538461538462,631 o22 wr ti atl gd pbtno7947 receive supply order 20250823 sampled sku potato bulk of a allocated received brinjal bulk white sr allocated received green chilli bulk allocated received curry leaves bulk allocated received morning 5860 kg s 5860 kg 5060 kg 5060 kg 710 gm 710 gm 450 gm 450 gm
bug_reports_Screenshot_2025-08-23-06-34-04-07_8c6ef806cec84a986bc714a6285db756.jpg,6:34» BO Bat tn G4 € PBTN04580: Add Sale x: thein xX  ,50.714285714285715,634 bo bat tn g4 pbtn04580 add sale x thein xx
bug_reports_Screenshot_2025-08-23-06-34-38-643_com.miui.calculator.jpg,6:34 Bl Bat Caleulator Converter,45.166666666666664,634 bl bat caleulator converter
bug_reports_Screenshot_2025-08-23-07-58-34-275_com.wheelocity.wow_customer_pos.jpg,  4G J Bl Bt! Ze Enable stockout vilai (SV),79.2,4g j bl bt ze enable stockout vilai sv
bug_reports_Screenshot_2025-08-23-08-58-25-705_com.wheelocity.wow_customer_pos.jpg,O 45 w 60   Rate card version not found ll ee   Perea ee re,60.4375,o 45 w 60 rate card version not found ll ee perea ee re
bug_reports_Screenshot_2025-08-23-10-19-13-68_8c6ef806cec84a986bc714a6285db756.jpg,© BO iB wl   SULTS ailenev ON,48.888888888888886,bo ib wl sults ailenev on
bug_reports_Screenshot_2025-08-23-16-16-39-46_8c6ef806cec84a986bc714a6285db756.jpg,     gow Til al G,45.57142857142857,gow til al g
bug_reports_Screenshot_2025-08-23-16-17-22-79_8c6ef806cec84a986bc714a6285db756.jpg,    ; © Wie Were,49.5,wie were
bug_reports_Screenshot_2025-08-23-20-50-07-626_com.wheelocity.wow_customer_pos.jpg,8:50 PMO =@ (fe 63 REED) All (33) =,59.333333333333336,850 pmo fe 63 reed all 33
bug_reports_Screenshot_2025-08-24-04-27-39-08.jpg,    4:26 © © $9 2 il wl Gd 97% € PBTNO7976: FLienen Glu... 2025/08/24 Morning Q Lomgs)if] SKU 2 (henet&S) BULK lel) Or 4 3.900kg 3.830 kg Gleucitener BULK SESH SR. QHSSUULLS!: 2.490kg QUMUULL Sy: 2.450 kg BULK ws QHSSUULLG!: 1.570kg Qumuutrsy 1.540kg BULK 60) Qlenevescit QHISSUULLS!: QUMUULL Sy: 4 bunch eMlGeuwiM BULK 6N6V 490gm Fal QUMUULL Sy: 490 gm BULK 1.410 kg 1.400kg BULK : QHISSUULLG!: 5.160kg QUMUULL Sy: 4.975 kg LITE BULK QHISSUULLG!: 1.590kg 1.575 kg,48.252631578947366,426 9 2 il wl gd 97 pbtno7976 flienen glu 20250824 morning q lomgsif sku 2 henets bulk lel or 4 3900kg 3830 kg gleucitener bulk sesh sr qhssuulls 2490kg qumuull sy 2450 kg bulk ws qhssuullg 1570kg qumuutrsy 1540kg bulk 60 qlenevescit qhissuulls qumuull sy 4 bunch emlgeuwim bulk 6n6v 490gm fal qumuull sy 490 gm bulk 1410 kg 1400kg bulk qhissuullg 5160kg qumuull sy 4975 kg lite bulk qhissuullg 1590kg 1575 kg
bug_reports_Screenshot_2025-08-24-05-21-40-222_com.wheelocity.wow_customer_pos.jpg,5:21 © 7 Bul Go < PBTNO5882: Add Sale ¥ ,64.18181818181819,521 7 bul go pbtno5882 add sale
bug_reports_Screenshot_2025-08-24-05-31-50-01_8c6ef806cec84a986bc714a6285db756.jpg,5:31 8Ok tit atl Goo} ,60.833333333333336,531 8ok tit atl goo
bug_reports_Screenshot_2025-08-24-05-43-01-62_8c6ef806cec84a986bc714a6285db756.jpg,05:43 P) tea ail wll   ee PVMUUricni CG 10.UU Arai Keerai,55.92857142857143,0543 p tea ail wll ee pvmuuricni cg 10uu arai keerai
bug_reports_Screenshot_2025-08-24-06-07-06-804_com.wheelocity.wow_customer_pos.jpg,J $B Sul Ge) ec   2025/08/24 Morning,63.5,j b sul ge ec 20250824 morning
bug_reports_Screenshot_2025-08-24-06-08-56-20_8c6ef806cec84a986bc714a6285db756.jpg,Connection Restored < PBTN04864: Sale Summ... +,84.71428571428571,connection restored pbtn04864 sale summ
bug_reports_Screenshot_2025-08-24-06-32-06-814_com.wheelocity.wow_customer_pos.jpg,"6:32 © J <  PBTNO5765: Drafts   2025 Aug 24, 06:32 AM",65.8,632 j pbtno5765 drafts 2025 aug 24 0632 am
bug_reports_Screenshot_2025-08-24-06-33-13-840_com.wheelocity.wow_customer_pos.jpg,"6:33 AM | 0.0KB/s © J FB Sal tl GD <  PBTNO5721: Drafts   2025 Aug 24, 06:06 AM",74.26315789473684,633 am 00kbs j fb sal tl gd pbtno5721 drafts 2025 aug 24 0606 am
bug_reports_Screenshot_2025-08-24-06-36-57-50.jpg,6:36 © 3:90 yen “S90 at GS) € PBTNO7947: Receive Supply Order   2025/08/24 Morning Sampled SKU Potato BULK S Allocated : 4.840 kg Received : 4.800 kg Brinjal BULK (White) SR. Allocated : 3.100 kg Received : 3.100 kg Green chilli BULK . ; Allocated : 500 gm Received : 500 gm Pe andar BULK,83.48214285714286,636 390 yen s90 at gs pbtno7947 receive supply order 20250824 morning sampled sku potato bulk s allocated 4840 kg received 4800 kg brinjal bulk white sr allocated 3100 kg received 3100 kg green chilli bulk allocated 500 gm received 500 gm pe andar bulk
bug_reports_Screenshot_2025-08-24-07-26-08-50_92460851df6f172a4592fca41cc2d2e6.jpg,,0.0,
bug_reports_Screenshot_2025-08-24-08-24-19-327_com.wheelocity.wow_customer_pos.jpg,"8:24 ENB - SPBCu @S <  PBTNO5765: Drafts   2025 Aug 24, 08:24 AM",60.6875,824 enb spbcu s pbtno5765 drafts 2025 aug 24 0824 am
bug_reports_Screenshot_2025-08-24-08-55-44-02_8c6ef806cec84a986bc714a6285db756.jpg,8:55 © BO WB al at SULTS ailenev ON ,53.0,855 bo wb al at sults ailenev on
bug_reports_Screenshot_2025-08-24-11-05-23-09_8c6ef806cec84a986bc714a6285db756.jpg,11:05 @ al © © FG WB Gad atl 13% €  PSTNO0214 : C3 Closing Stock Varian... ,72.55555555555556,1105 al fg wb gad atl 13 pstno0214 c3 closing stock varian
bug_reports_Screenshot_2025-08-24-11-17-58-11.jpg,11:17 © © $B 9 409 Mo at tt GD € PBTNO7517: almuemestenw... ,52.2,1117 b 9 409 mo at tt gd pbtno7517 almuemestenw
bug_reports_Screenshot_2025-08-24-20-49-37-67_8c6ef806cec84a986bc714a6285db756.jpg,8:49 @ + O89 tt GZ Crates Assigned Successfully fy ,62.72727272727273,849 o89 tt gz crates assigned successfully fy
bug_reports_Screenshot_2025-08-24-20-57-07-422_com.wheelocity.wow_customer_pos.jpg,  = Vellakalpatti-N er PBTNO5395 24-Aug 02:00 PM to 09:30 PM,80.83333333333333,vellakalpattin er pbtno5395 24aug 0200 pm to 0930 pm
bug_reports_Screenshot_2025-08-24-21-13-39-82_8c6ef806cec84a986bc714a6285db756.jpg,  B.Mettur - 14 PBTNO5747 9A-Auag 02:00 PM to 09:30 PM,81.54545454545455,bmettur 14 pbtno5747 9aauag 0200 pm to 0930 pm
bug_reports_Screenshot_2025-08-25-06-32-50-145_com.wheelocity.wow_customer_pos.jpg,J FB al tl SD 765.   NONE 400 am S$,61.09090909090909,j fb al tl sd 765 none 400 am s
bug_reports_Screenshot_2025-08-26-05-03-33-67_f40a83f504dccd7f68fe1f6e8cd8ec9a.jpg,5:03 @ %: © 2 *“11 Ga - a a f ale) e 00 °,58.4,503 2 11 ga a a f ale e 00
bug_reports_Screenshot_2025-08-27-16-51-52-20.jpg,4:51 wile oo 3,38.5,451 wile oo 3
bug_reports_Screenshot_2025-08-28-04-30-39-53.jpg,          4:30 lt @ ~~» Wow User App,73.41666666666667,430 lt wow user app
bug_reports_Screenshot_2025-08-28-08-26-41-888_com.wheelocity.wow_customer_pos.jpg,49) <f PB FB Sail C2500   Rate card version not found,70.83333333333333,49 f pb fb sail c2500 rate card version not found
bug_reports_Screenshot_2025-08-28-08-29-09-94_8c6ef806cec84a986bc714a6285db756.jpg,8:29 2% O 409 te ti GE   Rate card version not found Gummer 6T6D) L,63.470588235294116,829 2 o 409 te ti ge rate card version not found gummer 6t6d l
bug_reports_Screenshot_2025-08-28-20-33-15-87_8c6ef806cec84a986bc714a6285db756.jpg,6U TEU B.Mettur - 16 Nor PBTNO5749 28-Aug 02:00 PM to 09:30 PM,75.23076923076923,6u teu bmettur 16 nor pbtno5749 28aug 0200 pm to 0930 pm
bug_reports_Screenshot_2025-08-29-06-01-04-656_com.wheelocity.wow_customer_pos.jpg,6:(01AM® @ @ -:- J FB Sul @ 55x ,58.3,601am j fb sul 55x
bug_reports_Screenshot_2025-08-29-07-29-29-029_com.wheelocity.wow_customer_pos.jpg,7:29 @ I* AF FEEEEEQEG] >< al uisley od ,38.666666666666664,729 i af feeeeeqeg al uisley od
bug_reports_Screenshot_2025-08-29-08-14-33-131_com.wheelocity.wow_customer_pos.jpg,8 Si! tl Ge   Enable stockout vilai (SV),71.44444444444444,8 si tl ge enable stockout vilai sv
bug_reports_Screenshot_2025-08-29-08-56-00-905_com.wheelocity.wow_customer_pos.jpg,ards     ie L |,40.857142857142854,ards ie l
bug_reports_Screenshot_2025-08-30-04-26-27-33_8c6ef806cec84a986bc714a6285db756.jpg,4:26     axon TlOsex,60.25,426 axon tlosex
bug_reports_Screenshot_2025-08-30-06-05-08-08_8c6ef806cec84a986bc714a6285db756.jpg,  6:05 @as or “nl Ge 2025/08/30 Morning,58.22222222222222,605 as or nl ge 20250830 morning
bug_reports_Screenshot_2025-08-30-10-36-07-34_8c6ef806cec84a986bc714a6285db756.jpg,    10:36 890 fils) GZ Gls rengs,38.77777777777778,1036 890 fils gz gls rengs
bug_reports_Screenshot_2025-08-30-16-16-36-61_8c6ef806cec84a986bc714a6285db756.jpg,4146 @®@@x - © O89 it iil Gs ,56.333333333333336,4146 x o89 it iil gs
bug_reports_Screenshot_2025-08-30-16-17-14-98_8c6ef806cec84a986bc714a6285db756.jpg,417 @®@@x - © Ot 90 Roi CH ,51.333333333333336,417 x ot 90 roi ch
bug_reports_Screenshot_2025-08-31-04-44-42-804_com.wheelocity.wow_customer_pos.jpg,  J $ Ge CRATE we 2.860 ka ss,55.5,j ge crate we 2860 ka ss
bug_reports_Screenshot_2025-08-31-06-17-00-061_com.miui.calculator.jpg,6:16 AM | 12.8KB/s ‘® J ull GO “n =] O= &,52.357142857142854,616 am 128kbs j ull go n o
bug_reports_Screenshot_2025-08-31-06-20-58-53_8c6ef806cec84a986bc714a6285db756.jpg,6:20 © © $9 2 la PBTNO7531:191.6g0.191   Ignasi lene,32.6,620 9 2 la pbtno75311916g0191 ignasi lene
bug_reports_Screenshot_2025-08-31-09-52-17-068_com.wheelocity.wow_customer_pos.jpg,ell Bal GZ:   Cash Summary,61.42857142857143,ell bal gz cash summary
