id,text,category
-OY92Y0ZCoMaKEMBE1vQ,Screenshot_2025-08-21-06-06-15-485_com.wheelocity.wow_customer_pos.jpg scaled_34369.jpg,unclear_insufficient_info
-OY92mDhEwpWs93F6O2a,why this problem showing my app Screenshot_2025-08-21-06-06-50-82_8c6ef806cec84a986bc714a6285db756.jpg scaled_1000416660.jpg,unclear_insufficient_info
-OY92pxNCQR0IPkqXxbc,hi Screenshot_2025-08-21-06-07-17-93_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OY92vUXsxTuJ9ydy3TL,Screenshot_2025-08-21-06-07-46-72_8c6ef806cec84a986bc714a6285db756.jpg scaled_1000096416.jpg,unclear_insufficient_info
-OY93BlTJAuo0frKy_my,can't open app scaled_1000004843.jpg,unclear_insufficient_info
-OY93Clt1Akuf0maT9M_,how to sale some issue  Screenshot_2025-08-21-06-08-27-30_8c6ef806cec84a986bc714a6285db756.jpg scaled_1000035314.jpg scaled_1000035314.jpg,unclear_insufficient_info
-OY93KVwoZAvegl3pT-Y,Screenshot_2025-08-21-06-09-41-34_8c6ef806cec84a986bc714a6285db756.jpg scaled_1000124210.jpg,unclear_insufficient_info
-OY93TmLYsHzTgIbthXl,sale option not open Screenshot_2025-08-21-06-09-53-44_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OY93VKe5Yo0ymFqOXrO,Screenshot_2025-08-21-06-10-32-176_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OY93cp-I68cNAAywfPI,sales automatic our scaled_1000021848.png,unclear_insufficient_info
-OY93gqLg6vt1D3_ADh7,App does not work properly Screenshot_2025-08-21-06-11-04-296_com.wheelocity.wow_customer_pos.jpg scaled_1000187540.jpg,unclear_insufficient_info
-OY94IYUSXXyhbdAvnSY,Screenshot_20250821_061351.jpg,unclear_insufficient_info
-OY94fiQ_jh5_7OaYGrv,Screenshot_20250821-061530.jpg,unclear_insufficient_info
-OY94nN4JSpuZ3oooa1g,Screenshot_20250821_061609.jpg scaled_1000133887.jpg,unclear_insufficient_info
-OY958mP6Plj7oNnLFq7,app.work agala.bill submit agala sir Screenshot_2025-08-21-06-16-34-74_8c6ef806cec84a986bc714a6285db756.jpg scaled_1000003817.jpg,unclear_insufficient_info
-OY95IKN8BbmMS8R3bD3,Screenshot_20250821-061817.jpg,unclear_insufficient_info
-OY95MXWh8XnJJxdcA_w,Screenshot_2025-08-21-06-18-32-45_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OY95SM4Twtvgyfw4By7,not working  Screenshot_2025-08-21-06-18-50-553_com.wheelocity.wow_customer_pos.jpg scaled_1001408837.jpg,unclear_insufficient_info
-OY961Q10nGcGG2-eF_f,rate  Screenshot_2025-08-21-06-21-23-60_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OY96VjPlGBJMwLwdv-j,Screenshot_2025-08-21-06-23-31-26_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OY96aun1_uPf4yyzK9h,sales not pushing Screenshot_2025-08-21-06-23-45-518_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OY96s7rYj22H6CS8CIV,Screenshot_20250821_062501.jpg,unclear_insufficient_info
-OY97JMbVrjfzgn4Zo4B,Screenshot_20250821_062702_WoW.jpg,unclear_insufficient_info
-OY97VoIRy_vK2ow7wRt,Screenshot_2025-08-21-06-27-52-27_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OY97cISBVFPc0kTMk9w,Screenshot_2025-08-21-06-28-21-07_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OY98Tul0b5wX2poNT80,Screenshot_20250821_063201.jpg scaled_1000058866.jpg,unclear_insufficient_info
-OY99szXvjkl18w_mxot,scaled_1000274108.jpg,unclear_insufficient_info
-OY9AKt5H1QACAUgAvlW,Screenshot_20250821_064018_WoW.jpg,unclear_insufficient_info
-OY9FLRNX0hkTMr3nVA_,Screenshot_20250821_070209.jpg,unclear_insufficient_info
-OY9N3zOSTm0ghvAN1Kf,Screenshot_2025-08-21-07-35-54-516_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OY9SL4vdEHjptUHTej0,all vegetable damege  Screenshot_2025-08-21-06-18-08-90.jpg scaled_IMG-20250821-WA0066.jpg,unclear_insufficient_info
-OY9vLE-CXD2Zvm6yhAw,scaled_1000023366.jpg,unclear_insufficient_info
-OYBDlPOJHnJRyYDXihu,app issue  Screenshot_2025-08-21-16-14-27-90_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYBIWNTMJCid7UqbEJz,Screenshot_2025-08-21-16-35-10-36_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYCEtTOvfKwuMKFKV3P,Screenshot_2025-08-21-20-58-54-465_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYCQDix33ScKYBPb2BB,my earnings tab not working  Screenshot_2025-08-21-21-47-55-85_8c6ef806cec84a986bc714a6285db756.jpg scaled_1000032707.jpg,unclear_insufficient_info
-OYDv14xMJvPYoat8e49,Screenshot_20250822-044708.jpg,unclear_insufficient_info
-OYDzyqA1S0owfb9Gi8A,Screenshot_2025-08-22-05-08-51-18.jpg,unclear_insufficient_info
-OYE1TK2QJGEe-MT0RYS,Screenshot_20250822_051732.jpg scaled_1000138337.jpg,unclear_insufficient_info
-OYE49lZAAeWQ1eS3YAj,Screenshot_20250822_053129.jpg,unclear_insufficient_info
-OYE67fZ4Rf45rl0Yygc,morning double slot please check the issue and incentive pending  Screenshot_2025-08-22-05-39-26-619_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYELu7rP96xKsJyR4lM,Screenshot_2025-08-22-06-48-59-33_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYEXn3on4nTTtL7hpf3,Screenshot_20250822_074014.jpg,unclear_insufficient_info
-OYEc4j7GR4FkNTPI61o,wow All veges hight prices please price change 🙏🙏🙏🙏 Screenshot_20250822_080327.jpg,unclear_insufficient_info
-OYEctpfko9IhJvm1JIM,Screenshot_2025-08-22-08-04-56-04_54063fc6848ac98a54ce5f2a63661433.jpg,unclear_insufficient_info
-OYEdxsNT4TdxbnLH2tQ,most of the FMCG wastage 🤧 Screenshot_2025_0822_081018.jpg,unclear_insufficient_info
-OYEm45mWQLErw3AOfg5,"I am sell 5557 coin ,
but amount in incest is low my incest amount 550 but this show only 500.so please my incest amount. please Screenshot_2025-08-22-08-45-02-015_com.wheelocity.wow_customer_pos.jpg",unclear_insufficient_info
-OYEn764MKN7GAiyW2ps,stock clossing problem  Screenshot_2025-08-22-08-51-10-46_8c6ef806cec84a986bc714a6285db756.jpg scaled_1000358629.jpg,unclear_insufficient_info
-OYF4x-zXaxV1HzJ9mE9,Screenshot_2025-08-22-10-14-30-91_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYGFFa85mq7bXpio_Tu,Screenshot_20250822_153907_WoW.jpg,unclear_insufficient_info
-OYHJrPurDSKW5Gh81QW,1 Screenshot_2025-08-22-20-38-51-35_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYHLk_3pCGGLflMYyIt,Screenshot_2025-08-22-20-47-14-05.jpg,unclear_insufficient_info
-OYHP-MUxkKJhUJNz6dV,Screenshot_20250822-210123.jpg,unclear_insufficient_info
-OYJ5gdmjc3IXTiCnclz,Screenshot_2025_0823_045609.jpg,unclear_insufficient_info
-OYJB_T2vbPw5bmLjhHV,app lag issu Screenshot_2025-08-23-05-21-32-723_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYJFm5zlPx1X9fwo5P5,Screenshot_2025-08-23-05-40-11-86_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYJRV_eQSSv0C72WaTf,Screenshot_2025-08-23-06-31-34-17.jpg,unclear_insufficient_info
-OYJS4776OGuzPQi989-,a Screenshot_2025-08-23-06-34-04-07_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYJSCG9Io01GD2O0VX4,Screenshot_2025-08-23-06-34-38-643_com.miui.calculator.jpg,unclear_insufficient_info
-OYJTN_D7gkqag9qs8Jp,arakira praishe 13  scaled_1000091129.jpg,unclear_insufficient_info
-OYJTdVGO0gzVMdzH6dY,Screenshot_20250823_064049.jpg scaled_1000206994.jpg,unclear_insufficient_info
-OYJTv9XGTvBS8VD8RcX,Bluetooth device not connected  Screenshot_20250823_064204.jpg,unclear_insufficient_info
-OYJkPJJyCeYacTBCqce,Screenshot_2025-08-23-07-58-34-275_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYJy7295W4vMWAi4MYF,Screenshot_2025-08-23-08-58-25-705_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYKDw5gQXLlC9tgiNVE,scaled_19066.jpg,unclear_insufficient_info
-OYKFbuZ0_GxKwMxcExS,Screenshot_2025-08-23-10-19-13-68_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYL54lBqguc6rZ_3eRx,Screenshot_20250823_141244.jpg,unclear_insufficient_info
-OYLXUphpavZcn3UMbZE,Screenshot_2025-08-23-16-16-39-46_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYLXcK1q0etab3Gd42U,Screenshot_2025-08-23-16-17-22-79_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYLY6tVbZSDpRxQCNu6,today 23/08/2025 data not fou Screenshot_20250823_161831.jpg,unclear_insufficient_info
-OYLbij0RzPEhVnurC7V,error  Screenshot_20250823_163935.jpg,unclear_insufficient_info
-OYLkLcWZwJ_TEPp8WGO,Baghdad  Screenshot_20250823_171716.jpg,unclear_insufficient_info
-OYMW1WQVk_EIHcfSZj9,Screenshot_2025-08-23-20-50-07-626_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYO8nuo9BbxdE60wVDX,Screenshot_2025-08-24-04-27-39-08.jpg,unclear_insufficient_info
-OYOGmtJEqhHgJQmGdhr,Screenshot_2025_0824_050248.jpg,unclear_insufficient_info
-OYOL6JfLrjwD3ScHtW8,hftvv Screenshot_2025-08-24-05-21-40-222_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYONSPaq8UKma2K6klP,Screenshot_2025-08-24-05-31-50-01_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYOPydEnJ2cc_gNP8j5,Screenshot_2025-08-24-05-43-01-62_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYOVUkPDRyWVQHCjREW,Screenshot_2025-08-24-06-07-06-804_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYOVu9h58GVJveFFhUF,Screenshot_2025-08-24-06-08-56-20_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYOaCEc6VR53zP9gHQg,Screenshot_2025-08-24-06-32-06-814_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYOaakWGFOeIHzU22yL,Screenshot_2025-08-24-06-33-13-840_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYObLc6gve2ulm9Bdds,helpe Screenshot_2025-08-24-06-36-57-50.jpg,unclear_insufficient_info
-OYOn1d9X0w8vg9RxV77,close error  Screenshot_2025-08-24-07-26-08-50_92460851df6f172a4592fca41cc2d2e6.jpg,unclear_insufficient_info
-OYOuctXf7mMy8WyeTje,scaled_1000071657.jpg,unclear_insufficient_info
-OYOzt1hg7QXwxrWSI5_,Screenshot_2025-08-24-08-24-19-327_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYP5cHkUCB7J5QlJ0Wk,Screenshot_20250824_085344.jpg,unclear_insufficient_info
-OYP65gK5GE7thQTHzk_,Screenshot_2025-08-24-08-55-44-02_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYPEb30FStxmpSyP1Pe,Screenshot_20250824_093259.jpg,unclear_insufficient_info
-OYPLRM4qHyRbYfF91p5,Screenshot_2025_0824_100248.jpg,unclear_insufficient_info
-OYPZnxAaOuhKt4E8_fj,Screenshot_2025-08-24-11-05-23-09_8c6ef806cec84a986bc714a6285db756.jpg scaled_1000809393.jpg,unclear_insufficient_info
-OYPbikWfQSuuECb0e9O,மாதுளை பில் போட option இல்லை Screenshot_2025-08-24-11-17-58-11.jpg,unclear_insufficient_info
-OYReU0nywyUrkQ3r8TE,Screenshot_2025-08-24-20-49-37-67_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYRjAKwGtGqH6QUlRFR,Screenshot_2025-08-24-20-57-07-422_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYRk-P0agEjU2kOU7jT,Screenshot_2025-08-24-21-13-39-82_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYTPKYGQk11GCzjXyJ_,bringal too worst quality please change it different bringal  Screenshot_20250825_045638.jpg scaled_1000019781.jpg,unclear_insufficient_info
-OYTS2YZ17cgLMicWfgA,Screenshot_20250825_051010.jpg,unclear_insufficient_info
-OYTgj92iypRAZgDXJCJ,bill as  a i have one bill same duple bill rottine Screenshot_20250825-061444.jpg scaled_1000364775.jpg,unclear_insufficient_info
-OYTjy2EZzyxJUXiBFcw,Screenshot_2025-08-25-06-32-50-145_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYTzPHnyjGX4l-y8Q2Y,Screenshot_20250825-073201.png,unclear_insufficient_info
-OYU4_RvACqrba709jFt,Screenshot_20250825-080715.jpg,unclear_insufficient_info
-OYUm62X4Uera8acSrfC,Screenshot_2025_0825_112145.jpg,unclear_insufficient_info
-OYVq9IGO6PKMqsS2Dta,Screenshot_20250825_161904_WoW.jpg,unclear_insufficient_info
-OYX-pB7dum-jWlFW0Zz,didn't still now received in incentive  Screenshot_20250825-214403.png,unclear_insufficient_info
-OYY_brXewb9jcMNOHRZ,Screenshot_2025-08-26-05-03-33-67_f40a83f504dccd7f68fe1f6e8cd8ec9a.jpg,unclear_insufficient_info
-OYYzSjrvbQzSlykKqV4,please don't disturb  scaled_1000253881.jpg,unclear_insufficient_info
-OYZLoDqS5LzK5ZFopZx,Screenshot_20250826_083754.jpg,unclear_insufficient_info
-OYZVy0if-PDPgU-FoOU,Screenshot_2025_0826_092454.jpg,unclear_insufficient_info
-OYZu_CVtDlm7cnEz898,Screenshot_2025_0826_111655.jpg,unclear_insufficient_info
-OY_nhh0CtM0jiD3kayU,No scaled_1000178844.jpg,unclear_insufficient_info
-OYaOhHxV-CeXxQZe__z,"yes not bjp working 
 Screenshot_20250826_181205.jpg",unclear_insufficient_info
-OYctLASgxZ-zO3YCXoY,risive problem  Screenshot_20250827_054933.jpg scaled_1000060361.jpg,unclear_insufficient_info
-OYdOyArmooMBVQ1dKqI,எல்லாம் விலை அதிகம் மாற்றி kodukkavu Screenshot_20250827_081154.jpg,unclear_insufficient_info
-OYdmHv7tmjbdefafteL,all vegetables waste quality  scaled_Screenshot_2025-08-27-08-57-02-98.jpg,unclear_insufficient_info
-OYdt6fOFXD84c9D2_ym,Screenshot_2025_0827_102834.jpg,unclear_insufficient_info
-OYfHDAVsE81l-rjaVQx,Screenshot_20250827-165753.jpg,unclear_insufficient_info
-OYfK7hwlpIH063zgc7v,Screenshot_20250827_171037.jpg,unclear_insufficient_info
-OYhoIBHd9_O9My1vwtW,Screenshot_2025_0828_044550.jpg,unclear_insufficient_info
-OYi0hEGTiUh0_hNzOEl,Screenshot_2025-08-28-04-30-39-53.jpg,unclear_insufficient_info
-OYiatMmPei_rYQzo4rO,rate card version not found Screenshot_2025-08-28-08-26-41-888_com.wheelocity.wow_customer_pos.jpg scaled_1000922313.jpg,unclear_insufficient_info
-OYibrYnTqwjbf9z8pmX,again again coming the confirm bill can't take  Screenshot_2025-08-28-08-29-09-94_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYj1OdNol6npYNp0yoq,Screenshot_20250828_102717.jpg,unclear_insufficient_info
-OYj2IMYMnPqT3Wgxxck,Screenshot_2025-08-27-16-51-52-20.jpg,unclear_insufficient_info
-OYjA-Rl_WLNLxJwu8Zh,Screenshot_20250828_110449.jpg,unclear_insufficient_info
-OYlC6dkxySAZCVvkUs_,Screenshot_2025-08-28-20-33-15-87_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYnE4J9JYgToyC98lRe,Screenshot_2025-08-29-06-01-04-656_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYnYOdWFlwIT_jegml6,1 extra bill Screenshot_2025-08-29-07-29-29-029_com.wheelocity.wow_customer_pos.jpg scaled_1000175330.jpg scaled_1000175329.jpg,unclear_insufficient_info
-OYnhbxHtyBbt0bKcDzz,Screenshot_2025-08-29-08-14-33-131_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYnr5m5PHyTNqqMT4vF,Screenshot_2025-08-29-08-56-00-905_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYo0pJvtQv_2BVF1CRo,Screenshot_2025_0829_094255.jpg,unclear_insufficient_info
-OYs2-xItoPeuSQBuvSr,Not  Screenshot_2025-08-30-04-26-27-33_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYsOaLeDzvmiKuAwlQ5,Screenshot_2025-08-30-06-05-08-08_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYsbgRyY8Dy6mvUv69-,again again pop come scaled_1000305940.jpg,unclear_insufficient_info
-OYtBXK1sOsbJC0l12oT,Screenshot_20250830_094748.jpg,unclear_insufficient_info
-OYtMaTq2Wo1GwOQd1sT,Screenshot_2025-08-30-10-36-07-34_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYu_XVe7mVh3ScprPtv,Screenshot_2025-08-30-16-16-36-61_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYu_fTKYK27hCmHtlvH,Screenshot_2025-08-30-16-17-14-98_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYxFmfe9OfgUAdLHm8J,Screenshot_2025-08-31-04-44-42-804_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYxaqI5ca83swlIYhsm,Screenshot_2025-08-31-06-20-58-53_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OYxcrr46uoajQG4OHhL,Screenshot_2025-08-31-06-17-00-061_com.miui.calculator.jpg,unclear_insufficient_info
-OYxx1kdoq-szTqlbwNq,Screenshot_20250831_075811.jpg,unclear_insufficient_info
-OYyMAYCDRTO69xy6N3c,Screenshot_2025-08-31-09-52-17-068_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYyXVzx6tcSQ7Iu3mwE,Screenshot_2025-08-31-10-41-49-433_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OYyZ08Jnn7KjXyhAYuw,Screenshot_2025_0831_104829.jpg,unclear_insufficient_info
-OZ-BqjAXyHrT5J1fBH0,Screenshot_2025-08-31-18-26-30-228_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZ-dLGSxb8GRMI4d2NX,,unclear_insufficient_info
-OZ1YTCzYceR1oD7EuGE,Screenshot_20250901-052427.png,unclear_insufficient_info
-OZ1diQHv0zuesxW5GUE,Screenshot_2025-09-01-05-51-48-22.jpg,unclear_insufficient_info
-OZ1r9n0CZDqzB0ud62L,Screenshot_2025-09-01-06-49-22-127_com.android.incallui.jpg,unclear_insufficient_info
-OZ2lfDFqI8feQaH6pKS,Screenshot_2025_0901_110614.jpg,unclear_insufficient_info
-OZ6b68DqgZtHCyXDWdC,Screenshot_20250902-045051.png,unclear_insufficient_info
-OZ6dGzf0BZA6sfI038T,Screenshot_2025_0902_050747.jpg,unclear_insufficient_info
-OZ6gG9UcPumARlQUBtL,all vegetables are different weight 10 to 20 grams. bitter guard weight lose 20 grams. Screenshot_20250902-051923.WoW.png scaled_1000252181.png,unclear_insufficient_info
-OZ6q7fIFKbmgqdnQ_-r,Screenshot_2025-09-02-06-04-08-34_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZ6uW7SzBp2JwVZ6gi8,Screenshot_20250902-062318.WoW.png,unclear_insufficient_info
-OZ7tXwuJl_31x81JIyf,scaled_1000069380.jpg,unclear_insufficient_info
-OZBuMt7EwfRYvW8RJw4,stop the notification,unclear_insufficient_info
-OZBubLO2QfjLXa0Kmd6,Screenshot_20250903_054149.jpg scaled_1000519159.jpg,unclear_insufficient_info
-OZC1jBTozThm-_7j4_K,Screenshot_2025-09-03-06-17-13-73_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZC7US8BT12X_0UgY9q,bill not submitted  Screenshot_2025-09-03-06-41-57-72_8c6ef806cec84a986bc714a6285db756.jpg scaled_8190.jpg,unclear_insufficient_info
